object_id,shape,admin0_name_en,admin0_name_th,admin0_pcode,admin1_name_en,admin1_name_th,admin1_pcode,admin2_name_en,admin2_name_th,admin2_pcode,admin3_name_en,admin3_name_th,admin3_pcode,shape_length,shape_area
143,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Phan Thong,พานทอง,TH2005,Ban Kao,บ้านเก่า,TH200507,0.240085,0.001343
144,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Dan Khun Thot,ด่านขุนทด,TH3008,Ban Kao,บ้านเก่า,TH300806,0.593758,0.007743
145,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Nong Chang,หนองฉาง,TH6104,Ban Kao,บ้านเก่า,TH610405,0.177949,0.001325
146,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Ban Kao,บ้านเก่า,TH710113,1.460414,0.027909
147,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Mae Wang,แม่วาง,TH5022,Ban Kat,บ้านกาด,TH502201,0.407619,0.00356
148,Polygon,Thailand,ประเทศไทย,TH,Phrae,แพร่,TH54,Sung Men,สูงเม่น,TH5404,Ban Kat,บ้านกาศ,TH540408,0.094758,0.000442
149,Polygon,Thailand,ประเทศไทย,TH,Mae Hong Son,แม่ฮ่องสอน,TH58,Mae Sariang,แม่สะเรียง,TH5804,Ban Kat,บ้านกาศ,TH580401,0.739408,0.020761
150,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Si Songkhram,ศรีสงคราม,TH4808,Ban Kha,บ้านข่า,TH480806,0.574641,0.007987
151,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Ban Kha,บ้านคา,TH7010,Ban Kha,บ้านคา,TH701001,0.780737,0.012418
152,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Mueang Lampang,เมืองลำปาง,TH5201,Ban Kha,บ้านค่า,TH520115,0.574918,0.010936
153,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Phak Hai,ผักไห่,TH1408,Ban Khae,บ้านแค,TH140803,0.110054,0.000461
154,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Phibun Mangsahan,พิบูลมังสาหาร,TH3419,Ban Khaem,บ้านแขม,TH341919,0.340305,0.004227
155,Polygon,Thailand,ประเทศไทย,TH,Rayong,ระยอง,TH21,Ban Khai,บ้านค่าย,TH2105,Ban Khai,บ้านค่าย,TH210501,0.201079,0.001145
156,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,Ban Khai,บ้านค่าย,TH360105,0.487647,0.002587
157,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Chatturat,จัตุรัส,TH3606,Ban Kham,บ้านขาม,TH360603,0.394268,0.004192
158,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Ban Kham,บ้านขาม,TH390106,0.344931,0.005251
159,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Nam Phong,น้ำพอง,TH4007,Ban Kham,บ้านขาม,TH400707,0.358745,0.004653
160,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Mueang Udon Thani,เมืองอุดรธานี,TH4101,Ban Khao,บ้านขาว,TH410103,0.36739,0.003897
161,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Ranot,ระโนด,TH9007,Ban Khao,บ้านขาว,TH900711,0.433484,0.008536
162,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Ban,บางบาล,TH1405,Ban Khlang,บ้านคลัง,TH140507,0.134788,0.000703
163,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Pahan,บางปะหัน,TH1407,Ban Khlo,บ้านขล้อ,TH140717,0.154348,0.001048
164,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Ban Khlong,บ้านคลอง,TH650114,0.160808,0.000691
165,Polygon,Thailand,ประเทศไทย,TH,Samut Prakan,สมุทรปราการ,TH11,Phra Samut Chedi,พระสมุทรเจดีย์,TH1105,Ban Khlong Suan,บ้านคลองสวน,TH110502,0.29815,0.00318
166,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Mueang Pan,เมืองปาน,TH5213,Ban Kho,บ้านขอ,TH521302,0.722057,0.02101
167,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Non Sang,โนนสัง,TH3903,Ban Kho,บ้านค้อ,TH390305,0.497091,0.006594
168,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Ban Kho,บ้านค้อ,TH400110,0.608056,0.010343
169,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Ban Phue,บ้านผือ,TH4117,Ban Kho,บ้านค้อ,TH411712,0.38879,0.00266
170,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Phon Sawan,โพนสวรรค์,TH4810,Ban Kho,บ้านค้อ,TH481005,0.672689,0.013499
171,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Khamcha-I,คำชะอี,TH4905,Ban Kho,บ้านค้อ,TH490506,0.5469,0.008924
172,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Mueang Lop Buri,เมืองลพบุรี,TH1601,Ban Khoi,บ้านข่อย,TH160118,0.182023,0.00121
173,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Suwannakhuha,สุวรรณคูหา,TH3905,Ban Khok,บ้านโคก,TH390502,0.62688,0.008208
174,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Khok Pho Chai,โคกโพธิ์ไชย,TH4022,Ban Khok,บ้านโคก,TH402201,0.403621,0.005917
175,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Nong Na Kham,หนองนาคำ,TH4023,Ban Khok,บ้านโคก,TH402302,0.278652,0.003464
176,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Sang Khom,สร้างคอม,TH4120,Ban Khok,บ้านโคก,TH412004,0.452422,0.006713
177,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Mueang Mukdahan,เมืองมุกดาหาร,TH4901,Ban Khok,บ้านโคก,TH490103,0.514613,0.008557
178,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Ban Khok,บ้านโคก,TH5306,Ban Khok,บ้านโคก,TH530602,0.529388,0.010441
179,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Ban Khok,บ้านโคก,TH670109,0.560066,0.007136
180,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Phichai,พิชัย,TH5307,Ban Khon,บ้านโคน,TH530708,0.398182,0.00422
181,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,U Thong,อู่ทอง,TH7209,Ban Khong,บ้านโข้ง,TH720910,0.621636,0.008146
182,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Photharam,โพธาราม,TH7007,Ban Khong,บ้านฆ้อง,TH700706,0.166369,0.000944
183,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Mueang Chon Buri,เมืองชลบุรี,TH2001,Ban Khot,บ้านโขด,TH200103,0.054079,0.000067
184,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Ban Mo,บ้านหมอ,TH1906,Ban Khrua,บ้านครัว,TH190608,0.155233,0.000965
185,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Na Pho,นาโพธิ์,TH3113,Ban Khu,บ้านคู,TH311302,0.336881,0.004408
186,Polygon,Thailand,ประเทศไทย,TH,Chumphon,ชุมพร,TH86,Lang Suan,หลังสวน,TH8604,Ban Khuan,บ้านควน,TH860406,0.572362,0.008976
187,Polygon,Thailand,ประเทศไทย,TH,Satun,สตูล,TH91,Mueang Satun,เมืองสตูล,TH9101,Ban Khuan,บ้านควน,TH910104,0.245281,0.001876
188,Polygon,Thailand,ประเทศไทย,TH,Trang,ตรัง,TH92,Mueang Trang,เมืองตรัง,TH9201,Ban Khuan,บ้านควน,TH920105,0.188153,0.001188
189,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Chulabhorn,จุฬาภรณ์,TH8019,Ban Khuan Mut,บ้านควนมุด,TH801901,0.185635,0.000714
190,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Chiang Khwan,เชียงขวัญ,TH4518,Ban Khueang,บ้านเขือง,TH451806,0.21319,0.002051
191,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Maha Rat,มหาราช,TH1415,Ban Khwang,บ้านขวาง,TH141510,0.164897,0.00093
192,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Ban Khwao,บ้านเขว้า,TH3602,Ban Khwao,บ้านเขว้า,TH360201,0.500422,0.004954
193,Polygon,Thailand,ประเทศไทย,TH,Lampang,ลำปาง,TH52,Mae Tha,แม่ทะ,TH5210,Ban Kio,บ้านกิ่ว,TH521004,0.523855,0.00633
194,Polygon,Thailand,ประเทศไทย,TH,Pathum Thani,ปทุมธานี,TH13,Mueang Pathum Thani,เมืองปทุมธานี,TH1301,Ban Klang,บ้านกลาง,TH130103,0.142757,0.000813
195,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Ban Klang,บ้านกลาง,TH480109,0.342944,0.003076
196,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,San Pa Tong,สันป่าตอง,TH5012,Ban Klang,บ้านกลาง,TH501207,0.233714,0.001573
197,Polygon,Thailand,ประเทศไทย,TH,Lamphun,ลำพูน,TH51,Mueang Lamphun,เมืองลำพูน,TH5101,Ban Klang,บ้านกลาง,TH510112,0.283308,0.001599
198,Polygon,Thailand,ประเทศไทย,TH,Phrae,แพร่,TH54,Song,สอง,TH5406,Ban Klang,บ้านกลาง,TH540602,0.829224,0.007689
199,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Wang Thong,วังทอง,TH6508,Ban Klang,บ้านกลาง,TH650804,0.988022,0.02766
200,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Lom Sak,หล่มสัก,TH6703,Ban Klang,บ้านกลาง,TH670319,1.047328,0.017797
201,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Chian Yai,เชียรใหญ่,TH8006,Ban Klang,บ้านกลาง,TH800604,0.178369,0.000777
202,Polygon,Thailand,ประเทศไทย,TH,Krabi,กระบี่,TH81,Ao Luek,อ่าวลึก,TH8105,Ban Klang,บ้านกลาง,TH810509,0.287468,0.003727
203,Polygon,Thailand,ประเทศไทย,TH,Pattani,ปัตตานี,TH94,Panare,ปะนาเระ,TH9404,Ban Klang,บ้านกลาง,TH940409,0.204939,0.002087
204,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Nong Don,หนองโดน,TH1908,Ban Klap,บ้านกลับ,TH190802,0.249537,0.002142
205,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Ban Mi,บ้านหมี่,TH1606,Ban Kluai,บ้านกล้วย,TH160603,0.187021,0.000543
206,Polygon,Thailand,ประเทศไทย,TH,Chai Nat,ชัยนาท,TH18,Mueang Chai Nat,เมืองชัยนาท,TH1801,Ban Kluai,บ้านกล้วย,TH180102,0.265031,0.002267
207,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Mueang Sukhothai,เมืองสุโขทัย,TH6401,Ban Kluai,บ้านกล้วย,TH640106,0.491575,0.008503
208,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Chon Daen,ชนแดน,TH6702,Ban Kluai,บ้านกล้วย,TH670206,0.658015,0.010282
209,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Sai,บางไทร,TH1404,Ban Klueng,บ้านกลึง,TH140411,0.163233,0.000951
210,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH1401,Ban Ko,บ้านเกาะ,TH140116,0.150307,0.000746
211,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Sai,บางไทร,TH1404,Ban Ko,บ้านเกาะ,TH140418,0.13824,0.000593
212,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,Ban Ko,บ้านเกาะ,TH300112,0.122289,0.000536
213,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,Ban Ko,บ้านเกาะ,TH530103,0.20898,0.001552
214,Polygon,Thailand,ประเทศไทย,TH,Samut Sakhon,สมุทรสาคร,TH74,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Ban Ko,บ้านเกาะ,TH740115,0.355554,0.002426
215,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Phrom Khiri,พรหมคีรี,TH8002,Ban Ko,บ้านเกาะ,TH800202,0.43567,0.002744
216,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Khueang Nai,เขื่องใน,TH3404,Ban Kok,บ้านกอก,TH340412,0.174313,0.001277
217,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Chatturat,จัตุรัส,TH3606,Ban Kok,บ้านกอก,TH360601,0.8691,0.008247
218,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Nong Ruea,หนองเรือ,TH4004,Ban Kong,บ้านกง,TH400403,0.29863,0.003283
219,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Na Yung,นายูง,TH4122,Ban Kong,บ้านก้อง,TH412202,0.73295,0.011968
220,Polygon,Thailand,ประเทศไทย,TH,Pathum Thani,ปทุมธานี,TH13,Mueang Pathum Thani,เมืองปทุมธานี,TH1301,Ban Krachaeng,บ้านกระแชง,TH130105,0.079473,0.000271
221,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Kong Krailat,กงไกรลาศ,TH6404,Ban Krang,บ้านกร่าง,TH640402,0.177473,0.001014
222,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Ban Krang,บ้านกร่าง,TH650113,0.333095,0.004679
223,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Si Prachan,ศรีประจันต์,TH7205,Ban Krang,บ้านกร่าง,TH720502,0.27549,0.002299
224,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Sena,เสนา,TH1412,Ban Krathum,บ้านกระทุ่ม,TH141210,0.142153,0.00085
225,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Pa-In,บางปะอิน,TH1406,Ban Krot,บ้านกรด,TH140604,0.167895,0.001143
226,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Ban Kruat,บ้านกรวด,TH3108,Ban Kruat,บ้านกรวด,TH310801,0.347815,0.003423
227,Polygon,Thailand,ประเทศไทย,TH,Maha Sarakham,มหาสารคาม,TH44,Yang Sisurat,ยางสีสุราช,TH4411,Ban Ku,บ้านกู่,TH441104,0.229813,0.001937
